opt	Cancer	clinical	prequel	found_clinical	caught	s_survival	c_survival	original_survivors	shifted_survivors	original_deaths	shifted_deaths	screen_interval	dw_scenario	scan	mode_found	aggressive
2	Ovary	4	2	1	6.835545504404025	0.7293	0.2178	1.4887818108591966	4.985163336361855	5.346763693544829	1.85038216804217	1	1	prevalent	cfdna	VSlow
2	Ovary	4	3	1	9.81940874909425	0.409	0.2178	2.138667225552728	4.016138178379548	7.680741523541523	5.803270570714702	1	1	prevalent	cfdna	VSlow
2	Ovary	4	4	1	2.628659478834934	0.2178	0.2178	0.5725220344902485	0.5725220344902485	2.056137444344685	2.056137444344685	1	1	prevalent	cfdna	VSlow
2	Pancreas	1	1	1	6.266997763527023	0.3735	0.3735	2.340723664677343	2.340723664677343	3.9262740988496803	3.9262740988496803	1	1	prevalent	cfdna	VSlow
2	Pancreas	2	1	1	46.834168354147785	0.3735	0.1439	6.7394368261618665	17.4925618802742	40.09473152798592	29.341606473873593	1	1	prevalent	cfdna	VSlow
2	Pancreas	2	2	1	6.431364572577558	0.1439	0.1439	0.9254733619939106	0.9254733619939106	5.5058912105836475	5.5058912105836475	1	1	prevalent	cfdna	VSlow
2	Pancreas	3	1	1	16.202421166904912	0.3735	0.0426	0.6902231417101492	6.051604305838985	15.512198025194762	10.150816861065929	1	1	prevalent	cfdna	VSlow
2	Pancreas	3	2	1	4.449897681952974	0.1439	0.0426	0.1895656412511967	0.640340276433033	4.260332040701778	3.8095574055199415	1	1	prevalent	cfdna	VSlow
2	Pancreas	3	3	1	1.2258512743555836	0.0426	0.0426	0.052221264287547864	0.052221264287547864	1.173630010068036	1.173630010068036	1	1	prevalent	cfdna	VSlow
2	Pancreas	4	1	1	96.90882094167655	0.3735	0.0203	1.967249065116034	36.19544462171619	94.94157187656053	60.71337631996037	1	1	prevalent	cfdna	VSlow
2	Pancreas	4	2	1	26.615425758096094	0.1439	0.0203	0.5402931428893507	3.8299597665900285	26.075132615206748	22.785465991506065	1	1	prevalent	cfdna	VSlow
2	Pancreas	4	3	1	14.6639292364211	0.0426	0.0203	0.2976777634993483	0.6246833854715388	14.366251472921752	14.03924585094956	1	1	prevalent	cfdna	VSlow
2	Pancreas	4	4	1	7.96168449971304	0.0203	0.0203	0.16162219534417469	0.16162219534417469	7.800062304368866	7.800062304368866	1	1	prevalent	cfdna	VSlow
2	Prostate	1	1	1	0	0.9899	0.9899	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Prostate	2	1	1	0	0.9899	0.9844	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Prostate	2	2	1	7.728490880219287	0.9844	0.9844	7.607926422487867	7.607926422487867	0.12056445773142045	0.12056445773142045	1	1	prevalent	cfdna	VSlow
2	Prostate	3	1	1	0	0.9899	0.9764	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Prostate	3	2	1	1.5237666044526335	0.9844	0.9764	1.4878057125875512	1.4999958454231723	0.035960891865082084	0.023770759029461002	1	1	prevalent	cfdna	VSlow
2	Prostate	3	3	1	0.8986234120788247	0.9764	0.9764	0.8774158995537644	0.8774158995537644	0.02120751252506022	0.02120751252506022	1	1	prevalent	cfdna	VSlow
2	Prostate	4	1	1	0	0.9899	0.5556	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Prostate	4	2	1	1.2541406133843795	0.9844	0.5556	0.6968005247963612	1.2345760198155833	0.5573400885880183	0.019564593568796255	1	1	prevalent	cfdna	VSlow
2	Prostate	4	3	1	1.4792265417760602	0.9764	0.5556	0.8218582666107791	1.4443167953901452	0.6573682751652812	0.03490974638591495	1	1	prevalent	cfdna	VSlow
2	Prostate	4	4	1	5.404971019843612	0.5556	0.5556	3.0030018986251106	3.0030018986251106	2.4019691212185013	2.4019691212185013	1	1	prevalent	cfdna	VSlow
2	Sarcoma	1	1	1	5.771326390420131	0.8951	0.8951	5.165914252065059	5.165914252065059	0.6054121383550717	0.6054121383550717	1	1	prevalent	cfdna	VSlow
2	Sarcoma	2	1	1	6.187790620713202	0.8951	0.7464	4.618566919300334	5.538691384600387	1.5692237014128685	0.649099236112815	1	1	prevalent	cfdna	VSlow
2	Sarcoma	2	2	1	0.7115992414126723	0.7464	0.7464	0.5311376737904187	0.5311376737904187	0.18046156762225374	0.18046156762225374	1	1	prevalent	cfdna	VSlow
2	Sarcoma	3	1	1	7.7347382758915035	0.8951	0.5314	4.110239919808745	6.923364230750486	3.624498356082759	0.8113740451410186	1	1	prevalent	cfdna	VSlow
2	Sarcoma	3	2	1	1.7789972689488842	0.7464	0.5314	0.945359148719437	1.327843561543447	0.8336381202294472	0.45115370740543714	1	1	prevalent	cfdna	VSlow
2	Sarcoma	3	3	1	0.5325401815865854	0.5314	0.5314	0.2829918524951115	0.2829918524951115	0.24954832909147395	0.24954832909147395	1	1	prevalent	cfdna	VSlow
2	Sarcoma	4	1	1	7.7347382758915035	0.8951	0.1245	0.9629749153484921	6.923364230750486	6.7717633605430105	0.8113740451410186	1	1	prevalent	cfdna	VSlow
2	Sarcoma	4	2	1	1.7789972689488842	0.7464	0.1245	0.2214851599841361	1.327843561543447	1.557512108964748	0.45115370740543714	1	1	prevalent	cfdna	VSlow
2	Sarcoma	4	3	1	1.0650783645298134	0.5314	0.1245	0.13260225638396178	0.5659826429111429	0.9324761081458516	0.49909572161867066	1	1	prevalent	cfdna	VSlow
2	Sarcoma	4	4	1	0.913954095325721	0.1245	0.1245	0.11378728486805229	0.11378728486805229	0.8001668104576688	0.8001668104576688	1	1	prevalent	cfdna	VSlow
2	Stomach	1	1	1	6.882823469542348	0.6582	0.6582	4.530274407652774	4.530274407652774	2.3525490618895746	2.3525490618895746	1	1	prevalent	cfdna	VSlow
2	Stomach	2	1	1	6.660771888322843	0.6582	0.4099	2.730250397023533	4.384120056894095	3.9305214912993103	2.276651831428748	1	1	prevalent	cfdna	VSlow
2	Stomach	2	2	1	2.431192543984926	0.4099	0.4099	0.9965458237794211	0.9965458237794211	1.4346467202055049	1.4346467202055049	1	1	prevalent	cfdna	VSlow
2	Stomach	3	1	1	5.840984578990802	0.6582	0.2658	1.552533701095755	3.8445360498917456	4.2884508778950465	1.996448529099056	1	1	prevalent	cfdna	VSlow
2	Stomach	3	2	1	4.263935692182925	0.4099	0.2658	1.1333541069822215	1.7477872402257812	3.1305815852007033	2.5161484519571444	1	1	prevalent	cfdna	VSlow
2	Stomach	3	3	1	1.0446666916720235	0.2658	0.2658	0.2776724066464238	0.2776724066464238	0.7669942850255995	0.7669942850255995	1	1	prevalent	cfdna	VSlow
2	Stomach	4	1	1	22.612466615742168	0.6582	0.0481	1.0876596442171982	14.883525526481495	21.52480697152497	7.7289410892606725	1	1	prevalent	cfdna	VSlow
2	Stomach	4	2	1	16.507166246930392	0.4099	0.0481	0.7939946964773518	6.766287444616767	15.713171550453039	9.740878802313626	1	1	prevalent	cfdna	VSlow
2	Stomach	4	3	1	8.088515229754059	0.2658	0.0481	0.3890575825511701	2.1499273480686285	7.699457647202887	5.938587881685429	1	1	prevalent	cfdna	VSlow
2	Stomach	4	4	1	4.003822526679462	0.0481	0.0481	0.19258386353328213	0.19258386353328213	3.8112386631461805	3.8112386631461805	1	1	prevalent	cfdna	VSlow
2	Thyroid	1	1	1	0	0.9975	0.9975	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	2	1	1	0	0.9975	0.9943	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	2	2	1	0	0.9943	0.9943	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	3	1	1	0	0.9975	0.9871	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	3	2	1	0	0.9943	0.9871	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	3	3	1	0	0.9871	0.9871	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	4	1	1	0	0.9975	0.732	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	4	2	1	0	0.9943	0.732	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	4	3	1	0	0.9871	0.732	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Thyroid	4	4	1	0	0.732	0.732	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	1	1	1	3.9338155516637836	0.8442	0.8442	3.320927088714566	3.320927088714566	0.6128884629492176	0.6128884629492176	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	2	1	1	3.6756934883172776	0.8442	0.7246	2.6634075016346994	3.1030204428374457	1.0122859866825782	0.5726730454798321	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	2	2	1	0.6616583035272525	0.7246	0.7246	0.4794376067358472	0.4794376067358472	0.18222069679140532	0.18222069679140532	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	3	1	1	6.7710143205844595	0.8442	0.5421	3.670566863188836	5.7160902894374	3.1004474573956236	1.0549240311470591	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	3	2	1	2.4376882007466216	0.7246	0.5421	1.3214707736247435	1.766348870261002	1.1162174271218779	0.6713393304856194	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	3	3	1	0.5850455103132527	0.5421	0.5421	0.3171531711408143	0.3171531711408143	0.2678923391724384	0.2678923391724384	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	4	1	1	7.544844528651254	0.8442	0.1536	1.1588881196008325	6.369357751087389	6.385956409050422	1.1754867775638658	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	4	2	1	2.7162811379748066	0.7246	0.1536	0.4172207827929303	1.9682173125765452	2.2990603551818767	0.7480638253982618	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	4	3	1	1.3038150970380047	0.5421	0.1536	0.2002659989050375	0.7067981641043024	1.1035490981329672	0.5970169329337023	1	1	prevalent	cfdna	VSlow
2	Urothelial Tract	4	4	1	0.3194354470382331	0.1536	0.1536	0.0490652846650726	0.0490652846650726	0.2703701623731605	0.2703701623731605	1	1	prevalent	cfdna	VSlow
2	Uterus	1	1	1	24.79726049592867	0.9534	0.9534	23.641708156818396	23.641708156818396	1.1555523391102753	1.1555523391102753	1	1	prevalent	cfdna	VSlow
2	Uterus	2	1	1	5.062199936560212	0.9534	0.8539	4.322612525828765	4.826301419516507	0.739587410731447	0.23589851704370574	1	1	prevalent	cfdna	VSlow
2	Uterus	2	2	1	3.507564839926817	0.8539	0.8539	2.995109616813509	2.995109616813509	0.5124552231133079	0.5124552231133079	1	1	prevalent	cfdna	VSlow
2	Uterus	3	1	1	9.991184085316206	0.9534	0.6765	6.759036033716415	9.525594906940473	3.2321480515997933	0.46558917837573505	1	1	prevalent	cfdna	VSlow
2	Uterus	3	2	1	13.845649059872992	0.8539	0.6765	9.36658158900408	11.822799732225548	4.479067470868913	2.022849327647444	1	1	prevalent	cfdna	VSlow
2	Uterus	3	3	1	3.322957717632062	0.6765	0.6765	2.24798089597809	2.24798089597809	1.0749768216539721	1.0749768216539721	1	1	prevalent	cfdna	VSlow
2	Uterus	4	1	1	5.138323243876907	0.9534	0.1902	0.9773090809853878	4.898877380712243	4.16101416289152	0.23944586316466374	1	1	prevalent	cfdna	VSlow
2	Uterus	4	2	1	7.12061951650611	0.8539	0.1902	1.3543418320394622	6.080297005144568	5.766277684466648	1.0403225113615429	1	1	prevalent	cfdna	VSlow
2	Uterus	4	3	1	3.4178977632654135	0.6765	0.1902	0.6500841545730817	2.312207836849052	2.767813608692332	1.1056899264163613	1	1	prevalent	cfdna	VSlow
2	Uterus	4	4	1	0.8984383343619318	0.1902	0.1902	0.17088297119563942	0.17088297119563942	0.7275553631662923	0.7275553631662923	1	1	prevalent	cfdna	VSlow
2	[OTHER]	1	1	1	0	0.8573	0.8573	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	2	1	1	0	0.8573	0.705	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	2	2	1	0	0.705	0.705	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	3	1	1	0	0.8573	0.5399	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	3	2	1	0	0.705	0.5399	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	3	3	1	0	0.5399	0.5399	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	4	1	1	0	0.8573	0.199	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	4	2	1	0	0.705	0.199	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	4	3	1	0	0.5399	0.199	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	[OTHER]	4	4	1	0	0.199	0.199	0	0	0	0	1	1	prevalent	cfdna	VSlow
2	Anus	1	1	2	0.8842792011510138	0.9088	0.9088	0.8036329380060414	0.8036329380060414	0.0806462631449724	0.0806462631449724	1	1	prevalent	soc	VSlow
2	Anus	2	2	2	0.9309293704316408	0.8214	0.8214	0.7646653848725498	0.7646653848725498	0.16626398555909103	0.16626398555909103	1	1	prevalent	soc	VSlow
2	Anus	3	3	2	0.42529353962661515	0.6725	0.6725	0.2860099053988987	0.2860099053988987	0.13928363422771647	0.13928363422771647	1	1	prevalent	soc	VSlow
2	Anus	4	4	2	0.04881445343800315	0.2353	0.2353	0.011486040893962142	0.011486040893962142	0.037328412544041005	0.037328412544041005	1	1	prevalent	soc	VSlow
2	Bladder	1	1	2	6.1280612813004245	0.8622	0.8622	5.283614436737226	5.283614436737226	0.8444468445631987	0.8444468445631987	1	1	prevalent	soc	VSlow
2	Bladder	2	2	2	2.5304793257658136	0.618	0.618	1.5638362233232728	1.5638362233232728	0.9666431024425408	0.9666431024425408	1	1	prevalent	soc	VSlow
2	Bladder	3	3	2	1.0022856277493548	0.495	0.495	0.49613138573593063	0.49613138573593063	0.5061542420134242	0.5061542420134242	1	1	prevalent	soc	VSlow
2	Bladder	4	4	2	1.8477064280612114	0.1628	0.1628	0.3008066064883652	0.3008066064883652	1.546899821572846	1.546899821572846	1	1	prevalent	soc	VSlow
2	Breast	1	1	2	86.02111157410037	0.9824	0.9824	84.50714001039621	84.50714001039621	1.5139715637041622	1.5139715637041622	1	1	prevalent	soc	VSlow
2	Breast	2	2	2	37.10563181483959	0.9286	0.9286	34.45628970326004	34.45628970326004	2.6493421115795472	2.6493421115795472	1	1	prevalent	soc	VSlow
2	Breast	3	3	2	5.360224564697696	0.7653	0.7653	4.102179859363146	4.102179859363146	1.2580447053345494	1.2580447053345494	1	1	prevalent	soc	VSlow
2	Breast	4	4	2	1.242513275309857	0.273	0.273	0.33920612415959095	0.33920612415959095	0.9033071511502659	0.9033071511502659	1	1	prevalent	soc	VSlow
2	Cervix	1	1	2	1.809025527554155	0.9089	0.9089	1.6442233019939714	1.6442233019939714	0.16480222556018342	0.16480222556018342	1	1	prevalent	soc	VSlow
2	Cervix	2	2	2	0.17584264969894003	0.7295	0.7295	0.12827721295537675	0.12827721295537675	0.047565436743563276	0.047565436743563276	1	1	prevalent	soc	VSlow
2	Cervix	3	3	2	0.05068171880654506	0.5202	0.5202	0.02636463012316474	0.02636463012316474	0.02431708868338032	0.02431708868338032	1	1	prevalent	soc	VSlow
2	Cervix	4	4	2	0.014550479230281028	0.1835	0.1835	0.002670012938756569	0.002670012938756569	0.01188046629152446	0.01188046629152446	1	1	prevalent	soc	VSlow
2	Colon/Rectum	1	1	2	16.414574351962763	0.9378	0.9378	15.393587827270679	15.393587827270679	1.0209865246920844	1.0209865246920844	1	1	prevalent	soc	VSlow
2	Colon/Rectum	2	2	2	9.616513108136843	0.8396	0.8396	8.074024405591693	8.074024405591693	1.5424887025451495	1.5424887025451495	1	1	prevalent	soc	VSlow
2	Colon/Rectum	3	3	2	8.080208090842996	0.7082	0.7082	5.7224033699350105	5.7224033699350105	2.357804720907986	2.357804720907986	1	1	prevalent	soc	VSlow
2	Colon/Rectum	4	4	2	4.139368671154722	0.1327	0.1327	0.5492942226622317	0.5492942226622317	3.5900744484924902	3.5900744484924902	1	1	prevalent	soc	VSlow
2	Esophagus	1	1	2	1.8851399157910365	0.5811	0.5811	1.0954548050661712	1.0954548050661712	0.7896851107248652	0.7896851107248652	1	1	prevalent	soc	VSlow
2	Esophagus	2	2	2	1.2049300759999246	0.3792	0.3792	0.4569094848191714	0.4569094848191714	0.7480205911807533	0.7480205911807533	1	1	prevalent	soc	VSlow
2	Esophagus	3	3	2	0.6893487113637379	0.226	0.226	0.15579280876820475	0.15579280876820475	0.5335559025955331	0.5335559025955331	1	1	prevalent	soc	VSlow
2	Esophagus	4	4	2	0.4952204471620231	0.0441	0.0441	0.02183922171984522	0.02183922171984522	0.47338122544217787	0.47338122544217787	1	1	prevalent	soc	VSlow
2	Gallbladder	1	1	2	1.7997751124437782	0.5271	0.5271	0.9486614617691155	0.9486614617691155	0.8511136506746627	0.8511136506746627	1	1	prevalent	soc	VSlow
2	Gallbladder	2	2	2	1.154871557361099	0.2403	0.2403	0.2775156352338721	0.2775156352338721	0.877355922127227	0.877355922127227	1	1	prevalent	soc	VSlow
2	Gallbladder	3	3	2	0.24682376674691683	0.2129	0.2129	0.052548779940418594	0.052548779940418594	0.19427498680649824	0.19427498680649824	1	1	prevalent	soc	VSlow
2	Gallbladder	4	4	2	0.49603397517032133	0.0215	0.0215	0.010664730466161908	0.010664730466161908	0.48536924470415943	0.48536924470415943	1	1	prevalent	soc	VSlow
2	Head and Neck	1	1	2	2.5312652626287395	0.8883	0.8883	2.2485229327931093	2.2485229327931093	0.28274232983563025	0.28274232983563025	1	1	prevalent	soc	VSlow
2	Head and Neck	2	2	2	0.5832222777380445	0.7862	0.7862	0.45852935475765055	0.45852935475765055	0.1246929229803939	0.1246929229803939	1	1	prevalent	soc	VSlow
2	Head and Neck	3	3	2	0.5456240884092902	0.6851	0.6851	0.37380706296920474	0.37380706296920474	0.17181702544008548	0.17181702544008548	1	1	prevalent	soc	VSlow
2	Head and Neck	4	4	2	1.4667052196574932	0.5483	0.5483	0.8041944719382036	0.8041944719382036	0.6625107477192896	0.6625107477192896	1	1	prevalent	soc	VSlow
2	Kidney	1	1	2	25.24491264667536	0.9583	0.9583	24.192199789308997	24.192199789308997	1.0527128573663616	1.0527128573663616	1	1	prevalent	soc	VSlow
2	Kidney	2	2	2	2.8174174382958337	0.8695	0.8695	2.4497444625982276	2.4497444625982276	0.36767297569760615	0.36767297569760615	1	1	prevalent	soc	VSlow
2	Kidney	3	3	2	3.7581148892812037	0.7654	0.7654	2.876461136255833	2.876461136255833	0.8816537530253705	0.8816537530253705	1	1	prevalent	soc	VSlow
2	Kidney	4	4	2	2.7367330789233764	0.1411	0.1411	0.3861530374360884	0.3861530374360884	2.350580041487288	2.350580041487288	1	1	prevalent	soc	VSlow
2	Liver/Bile-duct	1	1	2	4.527005944666552	0.4277	0.4277	1.9362004425338843	1.9362004425338843	2.590805502132668	2.590805502132668	1	1	prevalent	soc	VSlow
2	Liver/Bile-duct	2	2	2	1.2671867482176153	0.3649	0.3649	0.46239644442460787	0.46239644442460787	0.8047903037930075	0.8047903037930075	1	1	prevalent	soc	VSlow
2	Liver/Bile-duct	3	3	2	1.1006195018391935	0.0875	0.0875	0.09630420641092943	0.09630420641092943	1.0043152954282641	1.0043152954282641	1	1	prevalent	soc	VSlow
2	Liver/Bile-duct	4	4	2	0.5039009988004933	0.0201	0.0201	0.010128410075889915	0.010128410075889915	0.4937725887246034	0.4937725887246034	1	1	prevalent	soc	VSlow
2	Lung	1	1	2	31.5333752366485	0.6632	0.6632	20.912934456945287	20.912934456945287	10.620440779703214	10.620440779703214	1	1	prevalent	soc	VSlow
2	Lung	2	2	2	3.361389879807006	0.4188	0.4188	1.407750081663174	1.407750081663174	1.9536397981438316	1.9536397981438316	1	1	prevalent	soc	VSlow
2	Lung	3	3	2	10.127394741714456	0.1986	0.1986	2.011300595704491	2.011300595704491	8.116094146009965	8.116094146009965	1	1	prevalent	soc	VSlow
2	Lung	4	4	2	12.100552690550376	0.0486	0.0486	0.5880868607607482	0.5880868607607482	11.512465829789628	11.512465829789628	1	1	prevalent	soc	VSlow
2	Lymphoma	1	1	2	11.954361081609534	0.8527	0.8527	10.19348369428845	10.19348369428845	1.7608773873210841	1.7608773873210841	1	1	prevalent	soc	VSlow
2	Lymphoma	2	2	2	2.9274031982563344	0.7964	0.7964	2.331383907091345	2.331383907091345	0.5960192911649898	0.5960192911649898	1	1	prevalent	soc	VSlow
2	Lymphoma	3	3	2	2.3248682614105958	0.7265	0.7265	1.6890167919147978	1.6890167919147978	0.6358514694957978	0.6358514694957978	1	1	prevalent	soc	VSlow
2	Lymphoma	4	4	2	4.193965107578313	0.6591	0.6591	2.764242402404866	2.764242402404866	1.4297227051734467	1.4297227051734467	1	1	prevalent	soc	VSlow
2	Melanoma	1	1	2	41.284142328259975	0.9798	0.9798	40.45020265322913	40.45020265322913	0.8339396750308513	0.8339396750308513	1	1	prevalent	soc	VSlow
2	Melanoma	2	2	2	6.927396133278486	0.8207	0.8207	5.685314006581653	5.685314006581653	1.2420821266968327	1.2420821266968327	1	1	prevalent	soc	VSlow
2	Melanoma	3	3	2	3.8896544631838754	0.6139	0.6139	2.387858874948581	2.387858874948581	1.5017955882352942	1.5017955882352942	1	1	prevalent	soc	VSlow
2	Melanoma	4	4	2	1.361722560308391	0.2083	0.2083	0.28364680931223785	0.28364680931223785	1.078075750996153	1.078075750996153	1	1	prevalent	soc	VSlow
2	Ovary	1	1	2	2.8356820140298518	0.8977	0.8977	2.545591743994598	2.545591743994598	0.29009027003525367	0.29009027003525367	1	1	prevalent	soc	VSlow
2	Ovary	2	2	2	1.1703771232021847	0.7293	0.7293	0.8535560359513532	0.8535560359513532	0.31682108725083147	0.31682108725083147	1	1	prevalent	soc	VSlow
2	Ovary	3	3	2	2.246165471641901	0.409	0.409	0.9186816779015374	0.9186816779015374	1.3274837937403634	1.3274837937403634	1	1	prevalent	soc	VSlow
2	Ovary	4	4	2	0.6500148619302455	0.2178	0.2178	0.14157323692840745	0.14157323692840745	0.508441625001838	0.508441625001838	1	1	prevalent	soc	VSlow
2	Pancreas	1	1	2	0.9638690716742178	0.3735	0.3735	0.36000509827032035	0.36000509827032035	0.6038639734038975	0.6038639734038975	1	1	prevalent	soc	VSlow
2	Pancreas	2	2	2	2.39548810870453	0.1439	0.1439	0.3447107388425819	0.3447107388425819	2.0507773698619483	2.0507773698619483	1	1	prevalent	soc	VSlow
2	Pancreas	3	3	2	0.5921570347413232	0.0426	0.0426	0.02522588967998037	0.02522588967998037	0.5669311450613429	0.5669311450613429	1	1	prevalent	soc	VSlow
2	Pancreas	4	4	2	2.130802993752614	0.0203	0.0203	0.04325530077317806	0.04325530077317806	2.087547692979436	2.087547692979436	1	1	prevalent	soc	VSlow
2	Prostate	1	1	2	0.6758687078360145	0.9899	0.9899	0.6690424338868708	0.6690424338868708	0.006826273949143745	0.006826273949143745	1	1	prevalent	soc	VSlow
2	Prostate	2	2	2	169.77844666523012	0.9844	0.9844	167.12990289725255	167.12990289725255	2.6485437679775807	2.6485437679775807	1	1	prevalent	soc	VSlow
2	Prostate	3	3	2	16.094616652621472	0.9764	0.9764	15.714783699619606	15.714783699619606	0.379832953001866	0.379832953001866	1	1	prevalent	soc	VSlow
2	Prostate	4	4	2	8.848133320502972	0.5556	0.5556	4.9160228728714515	4.9160228728714515	3.932110447631521	3.932110447631521	1	1	prevalent	soc	VSlow
2	Sarcoma	1	1	2	3.051881745437912	0.8951	0.8951	2.731739350341475	2.731739350341475	0.32014239509643694	0.32014239509643694	1	1	prevalent	soc	VSlow
2	Sarcoma	2	2	2	1.5640191038244526	0.7464	0.7464	1.1673838590945713	1.1673838590945713	0.39663524472988126	0.39663524472988126	1	1	prevalent	soc	VSlow
2	Sarcoma	3	3	2	1.8571051647157757	0.5314	0.5314	0.9868656845299631	0.9868656845299631	0.8702394801858125	0.8702394801858125	1	1	prevalent	soc	VSlow
2	Sarcoma	4	4	2	1.4488846026102904	0.1245	0.1245	0.18038613302498116	0.18038613302498116	1.2684984695853092	1.2684984695853092	1	1	prevalent	soc	VSlow
2	Stomach	1	1	2	3.6396422386776153	0.6582	0.6582	2.3956125214976063	2.3956125214976063	1.2440297171800088	1.2440297171800088	1	1	prevalent	soc	VSlow
2	Stomach	2	2	2	0.6309620422661405	0.4099	0.4099	0.258631341124891	0.258631341124891	0.37233070114124955	0.37233070114124955	1	1	prevalent	soc	VSlow
2	Stomach	3	3	2	0.18191032682043637	0.2658	0.2658	0.04835176486887199	0.04835176486887199	0.13355856195156438	0.13355856195156438	1	1	prevalent	soc	VSlow
2	Stomach	4	4	2	0.2590742708193685	0.0481	0.0481	0.012461472426411624	0.012461472426411624	0.24661279839295688	0.24661279839295688	1	1	prevalent	soc	VSlow
2	Thyroid	1	1	2	13.252686112320418	0.9975	0.9975	13.219554397039618	13.219554397039618	0.03313171528080034	0.03313171528080034	1	1	prevalent	soc	VSlow
2	Thyroid	2	2	2	2.9983935568132347	0.9943	0.9943	2.981302713539399	2.981302713539399	0.017090843273835553	0.017090843273835553	1	1	prevalent	soc	VSlow
2	Thyroid	3	3	2	5.04711797997388	0.9871	0.9871	4.9820101580322165	4.9820101580322165	0.06510782194166316	0.06510782194166316	1	1	prevalent	soc	VSlow
2	Thyroid	4	4	2	3.211802350892468	0.732	0.732	2.3510393208532867	2.3510393208532867	0.8607630300391815	0.8607630300391815	1	1	prevalent	soc	VSlow
2	Urothelial Tract	1	1	2	0.598192036398892	0.8442	0.8442	0.5049937171279446	0.5049937171279446	0.09319831927094739	0.09319831927094739	1	1	prevalent	soc	VSlow
2	Urothelial Tract	2	2	2	0.2488459406971337	0.7246	0.7246	0.18031376862914308	0.18031376862914308	0.06853217206799062	0.06853217206799062	1	1	prevalent	soc	VSlow
2	Urothelial Tract	3	3	2	0.4528096597494088	0.5421	0.5421	0.24546811655015452	0.24546811655015452	0.20734154319925427	0.20734154319925427	1	1	prevalent	soc	VSlow
2	Urothelial Tract	4	4	2	0.5035210325835612	0.1536	0.1536	0.07734083060483499	0.07734083060483499	0.4261802019787262	0.4261802019787262	1	1	prevalent	soc	VSlow
2	Uterus	1	1	2	22.799239544054743	0.9534	0.9534	21.73679498130179	21.73679498130179	1.0624445627529504	1.0624445627529504	1	1	prevalent	soc	VSlow
2	Uterus	2	2	2	1.34035657085577	0.8539	0.8539	1.144530475853742	1.144530475853742	0.19582609500202802	0.19582609500202802	1	1	prevalent	soc	VSlow
2	Uterus	3	3	2	2.237971118775553	0.6765	0.6765	1.5139874618516616	1.5139874618516616	0.7239836569238913	0.7239836569238913	1	1	prevalent	soc	VSlow
2	Uterus	4	4	2	1.0632409690800941	0.1902	0.1902	0.20222843231903392	0.20222843231903392	0.8610125367610602	0.8610125367610602	1	1	prevalent	soc	VSlow
2	[OTHER]	1	1	2	4.03	0.8573	0.8573	3.454919	3.454919	0.5750810000000003	0.5750810000000003	1	1	prevalent	soc	VSlow
2	[OTHER]	2	2	2	2.14	0.705	0.705	1.5087	1.5087	0.6313000000000001	0.6313000000000001	1	1	prevalent	soc	VSlow
2	[OTHER]	3	3	2	2.46	0.5399	0.5399	1.328154	1.328154	1.131846	1.131846	1	1	prevalent	soc	VSlow
2	[OTHER]	4	4	2	2.33	0.199	0.199	0.46367	0.46367	1.8663299999999998	1.8663299999999998	1	1	prevalent	soc	VSlow
2	Lymphoid Leukemia	0	0	2	17.43	0.8527	0.8527	14.862561	14.862561	2.567439	2.567439	1	1	prevalent	soc	VSlow
2	Myeloid Neoplasm	0	0	2	14.55	0.4311	0.4311	6.272505	6.272505	8.277495	8.277495	1	1	prevalent	soc	VSlow
